,episode,mean detail,std detail,algorithm,upper,lower
61,61,4263.85,48.98150161030182,PPO v4 w/ pred,4391.192680394738,4108.482319605262
62,62,4246.275,209.10209826780792,PPO v4 w/ pred,4398.0074246256245,4100.942575374376
63,63,4236.225,134.07274145030377,PPO v4 w/ pred,4391.0163336163105,4110.048666383691
64,64,4247.175,114.84446003181868,PPO v4 w/ pred,4377.148043075942,4124.936956924057
65,65,4255.725,75.52607165740848,PPO v4 w/ pred,4378.824600691072,4128.120399308928
66,66,4255.575,189.3700081850344,PPO v4 w/ pred,4366.99059224935,4140.5694077506505
67,67,4257.625,136.35317194697012,PPO v4 w/ pred,4367.03505624238,4139.45994375762
68,68,4256.725,36.5889327529514,PPO v4 w/ pred,4369.3941670566255,4142.240832943376
69,69,4258.875,94.56479260274408,PPO v4 w/ pred,4369.010896066719,4147.199103933281
70,70,4259.75,92.70214398815165,PPO v4 w/ pred,4377.4246987679435,4139.555301232057
71,71,4258.525,54.751141540610824,PPO v4 w/ pred,4374.629523193818,4140.810476806181
72,72,4271.975,206.99320641025878,PPO v4 w/ pred,4364.960249197403,4152.509750802597
73,73,4259.1,107.36503155124578,PPO v4 w/ pred,4361.351220201281,4161.813779798719
74,74,4251.025,195.1324870440594,PPO v4 w/ pred,4376.484358856591,4155.890641143409
75,75,4248.025,55.274315916164895,PPO v4 w/ pred,4386.789283711857,4156.7307162881425
76,76,4265.725,82.52726822087352,PPO v4 w/ pred,4403.406315731555,4149.9886842684455
77,77,4286.1,71.78788198575022,PPO v4 w/ pred,4427.609713719329,4136.735286280671
78,78,4302.775,141.87031930604795,PPO v4 w/ pred,4429.425534437786,4142.854465562214
79,79,4314.6,141.88904115540424,PPO v4 w/ pred,4442.83990553459,4144.97009446541
80,80,4309.125,209.4974641851304,PPO v4 w/ pred,4453.819230658965,4155.695769341035
81,81,4313.275,242.03512141835944,PPO v4 w/ pred,4477.000263431445,4156.229736568555
82,82,4311.65,185.4764135948288,PPO v4 w/ pred,4486.544753492928,4165.745246507072
83,83,4336.75,163.85874251928092,PPO v4 w/ pred,4498.2652712942845,4167.904728705716
84,84,4359.55,196.40073828781806,PPO v4 w/ pred,4502.405158303988,4171.979841696012
85,85,4366.6,168.50964364095012,PPO v4 w/ pred,4507.376097361122,4172.808902638877
86,86,4361.025,82.67216883570916,PPO v4 w/ pred,4501.591640523668,4185.808359476332
87,87,4355.5,119.59305999931601,PPO v4 w/ pred,4486.95371480454,4205.391285195461
88,88,4343.85,142.19418940308356,PPO v4 w/ pred,4485.437942996449,4212.2220570035515
89,89,4343.6,162.59843172675437,PPO v4 w/ pred,,
90,90,4345.2,115.57789581057443,PPO v4 w/ pred,,
91,91,4338.0,70.93086422707678,PPO v4 w/ pred,,
92,92,4338.225,143.74369551392508,PPO v4 w/ pred,,
5,5,4346.775,104.33719375179687,PPO v4 w/o pred,,
6,6,4368.725,211.06678445458917,PPO v4 w/o pred,,
7,7,4376.075,140.77353266860928,PPO v4 w/o pred,,
8,8,4398.525,124.43346615762177,PPO v4 w/o pred,,
9,9,4420.05,275.7757240947796,PPO v4 w/o pred,,
10,10,4402.225,76.31186015292774,PPO v4 w/o pred,4536.566314520622,4250.6086854793775
11,11,4395.75,131.35329268807843,PPO v4 w/o pred,4550.383873999289,4254.15612600071
12,12,4407.175,112.05021195874642,PPO v4 w/o pred,4542.121437519955,4275.2785624800445
13,13,4404.5,76.93625608255188,PPO v4 w/o pred,4548.8776515788995,4274.8723484211005
14,14,4416.075,176.74982319651696,PPO v4 w/o pred,4551.298905481493,4268.246094518507
15,15,4433.6,155.6877885384721,PPO v4 w/o pred,4532.505770083919,4275.789229916081
16,16,4433.025,64.1424196612507,PPO v4 w/o pred,4536.287551787539,4264.31244821246
17,17,4407.825,176.58567325805342,PPO v4 w/o pred,4534.815394438272,4257.149605561728
18,18,4377.5,169.67100518356105,PPO v4 w/o pred,4536.539420043129,4243.805579956871
19,19,4363.8,144.09437011902997,PPO v4 w/o pred,4530.442924153304,4233.787075846696
20,20,4363.75,152.60467718913466,PPO v4 w/o pred,4505.287069239758,4235.207930760242
21,21,4352.575,159.80671919540805,PPO v4 w/o pred,4483.828265534992,4219.736734465007
22,22,4349.075,187.39046800731353,PPO v4 w/o pred,4478.736789659963,4185.218210340038
23,23,4323.925,96.54629718430428,PPO v4 w/o pred,4452.32475577397,4177.855244226031
24,24,4297.4,43.86627406105971,PPO v4 w/o pred,4432.6515439312625,4170.043456068737
25,25,4248.95,125.74975149080812,PPO v4 w/o pred,4415.7925233634005,4162.5074766366
26,26,4234.975,211.2776609109444,PPO v4 w/o pred,4398.779166246381,4154.170833753619
27,27,4238.95,81.3403343981324,PPO v4 w/o pred,4391.889441376984,4138.595558623016
28,28,4240.075,110.36388675649295,PPO v4 w/o pred,4370.344498230722,4136.895501769278
29,29,4241.825,97.47916444040747,PPO v4 w/o pred,4359.089278751491,4132.190721248509
30,30,4237.0,109.22110601893756,PPO v4 w/o pred,4360.550931085892,4122.354068914106
31,31,4240.25,203.23447050143832,PPO v4 w/o pred,4365.574022877363,4122.055977122637
32,32,4232.85,88.16603654469219,PPO v4 w/o pred,4358.621584195233,4134.623415804767
33,33,4244.125,63.79410239199232,PPO v4 w/o pred,4376.260493921292,4120.579506078708
34,34,4255.525,100.35779740508457,PPO v4 w/o pred,4373.217851457763,4129.297148542237
35,35,4272.575,152.35566940550655,PPO v4 w/o pred,4375.957022853041,4129.377977146958
36,36,4263.05,113.67827408964301,PPO v4 w/o pred,4372.937885828325,4136.272114171675
37,37,4256.925,239.7544316587287,PPO v4 w/o pred,4368.516818451431,4147.358181548569
38,38,4268.45,51.56246212119821,PPO v4 w/o pred,4370.3633390685245,4153.431660931476
39,39,4255.925,110.77087839319502,PPO v4 w/o pred,4387.292125651942,4138.352874348058
40,40,4256.375,59.65473577177256,PPO v4 w/o pred,4385.33882447846,4140.14117552154
41,41,4273.575,125.69879673250655,PPO v4 w/o pred,4375.918527232263,4147.866472767737
42,42,4272.45,67.03124271561732,PPO v4 w/o pred,4384.10890567648,4139.02609432352
43,43,4253.375,223.83196822616736,PPO v4 w/o pred,4380.677385806985,4146.767614193016
44,44,4254.7,81.6497856702637,PPO v4 w/o pred,4382.7778200298335,4147.277179970167
45,45,4264.1,66.62769694353842,PPO v4 w/o pred,4382.746486148226,4153.118513851774
46,46,4259.8,198.83205853181724,PPO v4 w/o pred,4388.654582949739,4152.855417050261
47,47,4278.475,183.88923296376,PPO v4 w/o pred,4404.964023575097,4135.740976424904
48,48,4281.5,59.51680434969606,PPO v4 w/o pred,4414.824430024834,4123.600569975166
49,49,4284.975,81.40753957711779,PPO v4 w/o pred,4413.491553452913,4129.348446547088
50,50,4284.6,90.51070378690025,PPO v4 w/o pred,4412.7126391852835,4133.717360814716
51,51,4269.55,292.8182029860849,PPO v4 w/o pred,4416.290454521924,4130.204545478076
52,52,4261.05,177.03530721299634,PPO v4 w/o pred,4405.327102976168,4142.877897023833
53,53,4275.45,188.4282025069496,PPO v4 w/o pred,4402.1351397713415,4139.779860228658
54,54,4272.65,55.910642993977454,PPO v4 w/o pred,4411.882689326135,4123.047310673865
55,55,4264.425,102.08085030993816,PPO v4 w/o pred,4417.860610729104,4109.279389270896
56,56,4268.35,80.64854307425522,PPO v4 w/o pred,4415.848910151639,4104.256089848362
57,57,4247.025,183.4196009154965,PPO v4 w/o pred,4401.0356142945275,4116.134385705473
58,58,4246.575,191.9172998976382,PPO v4 w/o pred,4398.217174152641,4121.122825847359
59,59,4246.025,180.1367536068084,PPO v4 w/o pred,4404.818884944276,4115.446115055724
60,60,4249.425,105.56869801224225,PPO v4 w/o pred,4410.909253869739,4113.0107461302605
61,61,4254.875,159.3602444149732,PPO v4 w/o pred,4410.82674879188,4118.69825120812
62,62,4271.9,138.00090579412876,PPO v4 w/o pred,4411.2617411650735,4123.808258834926
63,63,4280.075,249.82031042331207,PPO v4 w/o pred,4416.6470898653615,4132.242910134639
64,64,4290.925,98.5393322486001,PPO v4 w/o pred,4411.938390393886,4153.146609606114
65,65,4292.45,73.23079953134473,PPO v4 w/o pred,4412.874492551839,4167.945507448161
66,66,4296.075,57.273466806192204,PPO v4 w/o pred,4420.561667944042,4173.673332055958
67,67,4316.125,168.17308791837058,PPO v4 w/o pred,4433.340958515626,4170.489041484374
68,68,4327.55,63.85530518288986,PPO v4 w/o pred,4431.275806141274,4177.414193858725
69,69,4324.7,110.82277518633072,PPO v4 w/o pred,4412.602737307007,4195.812262692993
70,70,4316.5,115.3654519342771,PPO v4 w/o pred,4415.044067237612,4189.4609327623875
71,71,4302.85,239.17815013081776,PPO v4 w/o pred,4411.370265534093,4185.054734465907
72,72,4296.2,93.04938205060795,PPO v4 w/o pred,4410.826440667271,4178.64855933273
73,73,4278.7,64.46462208064203,PPO v4 w/o pred,4398.923937108243,4177.886062891756
74,74,4271.375,142.50263155464884,PPO v4 w/o pred,4393.996730064044,4162.838269935957
75,75,4252.05,76.8927824961485,PPO v4 w/o pred,4392.385503333261,4143.539496666739
76,76,4261.325,86.58521813797087,PPO v4 w/o pred,4387.72291933546,4127.392080664539
77,77,4252.8,112.47305232810213,PPO v4 w/o pred,4368.098483468681,4131.971516531319
78,78,4227.675,114.45823474088704,PPO v4 w/o pred,4362.140878280828,4122.129121719172
79,79,4220.15,199.26050787850562,PPO v4 w/o pred,4372.327904391714,4102.212095608287
80,80,4212.45,172.78961195627474,PPO v4 w/o pred,4370.03129315638,4095.7737068436204
81,81,4227.625,118.15879146301387,PPO v4 w/o pred,4379.624903795266,4088.9400962047343
82,82,4217.2,112.47333017209013,PPO v4 w/o pred,4381.4865176949115,4086.2434823050876
83,83,4230.05,214.9848831894931,PPO v4 w/o pred,4387.00069585108,4081.90930414892
84,84,4227.7,163.2115192013113,PPO v4 w/o pred,4391.674304270404,4083.5556957295967
85,85,4265.85,159.02888888500732,PPO v4 w/o pred,4391.411332896039,4096.05866710396
86,86,4257.15,109.37635713443743,PPO v4 w/o pred,4393.440496683099,4110.084503316902
87,87,4258.7,161.71483388978265,PPO v4 w/o pred,4399.524272731248,4115.855727268752
88,88,4259.275,129.5943189341261,PPO v4 w/o pred,4412.244522352311,4117.49047764769
89,89,4281.35,135.43079413486433,PPO v4 w/o pred,,
90,90,4292.725,112.80624982686021,PPO v4 w/o pred,,
91,91,4286.9,119.72155194450163,PPO v4 w/o pred,,
92,92,4288.975,167.90082638271915,PPO v4 w/o pred,,
