,episode,mean reward,std reward,algorithm,upper,lower
22,22,418713.9706137153,5069.265563134623,ppo v4 w/o pred,396887.24438501167,386520.44422910875
23,23,418305.88739785884,5092.223755626865,ppo v4 w/o pred,409275.8509704045,398949.60309915565
24,24,418008.4906235532,9031.953611332097,ppo v4 w/o pred,416475.49856977107,406348.7099913979
25,25,416808.9555815972,4183.216030738644,ppo v4 w/o pred,420389.87872999086,409647.88227712724
26,26,416266.05602083326,6657.937438254616,ppo v4 w/o pred,421584.7748253049,410953.45028829464
27,27,415737.0139754051,2050.10541758673,ppo v4 w/o pred,422180.7803015507,410589.37631812517
28,28,414985.8792112268,2121.737513707729,ppo v4 w/o pred,421860.36616033566,410278.7496243287
29,29,414641.8512815393,6914.480826022964,ppo v4 w/o pred,421670.68587575725,409983.2668554927
30,30,415333.90223755786,5743.81019857298,ppo v4 w/o pred,421336.97335793625,409964.64662042016
31,31,415048.7761550926,11092.289562150361,ppo v4 w/o pred,421714.44210355607,409602.825933481
32,32,415558.76643865736,5020.32832604181,ppo v4 w/o pred,421876.07356623374,409767.3044256065
33,33,415880.072130787,5621.236176914419,ppo v4 w/o pred,422226.6317019838,410111.58205744904
34,34,416246.82685908565,7456.492197589985,ppo v4 w/o pred,422982.4620693365,410453.8636193787
35,35,416887.195875,7879.663193533987,ppo v4 w/o pred,424240.7945702554,410478.4303271404
36,36,417896.60579484946,6643.702291015198,ppo v4 w/o pred,424721.62026644964,411273.5623186198
37,37,419211.19281336805,2081.507937124427,ppo v4 w/o pred,424700.9937177577,412811.02577772836
38,38,420476.43885763886,4189.481540823089,ppo v4 w/o pred,424105.48152132484,411751.98661779554
39,39,421056.3473249421,13083.309791808519,ppo v4 w/o pred,422405.36508118716,409997.2446085698
40,40,421713.6906759259,4172.278722147042,ppo v4 w/o pred,420207.05157496594,408795.5961526961
41,41,422632.9607071759,3301.839523148281,ppo v4 w/o pred,417665.3355991071,406242.0129871197
42,42,407286.0096568287,7337.963143541596,ppo v4 w/o pred,430212.6889557047,388274.3846739249
43,43,398605.7798839699,5894.364022354816,ppo v4 w/o pred,443482.3222403584,369144.5158830791
44,44,399247.01704861113,2473.166945852109,ppo v4 w/o pred,440003.57206521276,364995.76714109513
45,45,391410.7001678241,7938.9991421219,ppo v4 w/o pred,448864.41857562243,348390.1174911021
46,46,390795.23101186345,159218.61063997733,ppo v4 w/o pred,444849.1675859686,344341.65333567496
47,47,389910.0152824074,164079.01831462208,ppo v4 w/o pred,441149.45475252456,339852.89944145695
48,48,382338.94427199074,7539.474375014376,ppo v4 w/o pred,451994.7092603566,326985.7830571203
49,49,382332.33162702544,140415.79059382234,ppo v4 w/o pred,452592.6115317995,327951.5713622978
50,50,381395.1149505208,4338.34455101367,ppo v4 w/o pred,451570.81587975007,327273.61489004164
51,51,381690.62706886575,7247.044827017954,ppo v4 w/o pred,452031.0101956756,328282.2544438499
52,52,397176.7002743056,125899.81760438568,ppo v4 w/o pred,436943.28324305033,345002.0312649936
53,53,406424.23276707175,4054.9338536808364,ppo v4 w/o pred,422033.9479753769,361796.0292150745
54,54,390748.25642708334,753.971046885592,ppo v4 w/o pred,439442.6397253523,349192.54844860604
55,55,398754.86951649305,5196.772952708702,ppo v4 w/o pred,427447.04230301146,364509.69350416446
56,56,398955.480354456,181.09177113268717,ppo v4 w/o pred,429710.36863060005,365862.8192162171
57,57,399333.32869444444,5562.352225849949,ppo v4 w/o pred,431773.7128339879,367302.0736312319
58,58,406364.9991895255,157600.33695723425,ppo v4 w/o pred,419752.7675769293,379766.09358881146
59,59,398940.0697931134,3852.0782043257673,ppo v4 w/o pred,431547.95051383134,366505.46754288167
60,60,399477.37514872686,8889.347628693422,ppo v4 w/o pred,433425.140910146,367774.80484286323
61,61,399203.6201608796,10367.493768883418,ppo v4 w/o pred,434049.19486572186,368740.68158283137
62,62,399392.07377690973,3474.9915311946643,ppo v4 w/o pred,434465.69164881983,368325.86831159686
63,63,399097.0172219329,129333.97876783946,ppo v4 w/o pred,434439.0564313256,368242.9700972623
64,64,406480.8949085648,3793.236528551816,ppo v4 w/o pred,432479.2162539641,368659.42939725117
65,65,406704.522994213,3487.659030747114,ppo v4 w/o pred,433108.5632248047,369401.9983780889
66,66,398963.8979137732,4337.642042795462,ppo v4 w/o pred,446373.56992550904,357443.63283687533
67,67,398785.66153530095,5843.667210051152,ppo v4 w/o pred,446364.7127711296,358819.6335010348
68,68,398648.0948026621,145718.8395704828,ppo v4 w/o pred,447765.40808574035,358698.9757459148
69,69,405799.64955150464,3285.968154339087,ppo v4 w/o pred,436471.91731400194,371501.22548831295
70,70,406010.58094618056,135006.20883828346,ppo v4 w/o pred,437286.6333045028,372273.7653534833
71,71,406039.33770978014,3443.2046761891893,ppo v4 w/o pred,438022.73985271034,373011.78386922256
72,72,405792.26157436345,11081.756879848253,ppo v4 w/o pred,440403.4534574881,375180.32351895876
73,73,406640.8120752315,8855.27619715641,ppo v4 w/o pred,442376.70944236574,377814.42751753016
74,74,414417.17418692133,4004.1171552042556,ppo v4 w/o pred,430493.13512861077,394325.7236654286
75,75,414075.14831394673,3478.099193089183,ppo v4 w/o pred,432915.5585944738,395183.1185135123
76,76,421710.1641863426,5398.511818003164,ppo v4 w/o pred,420491.4293915982,407705.1550772675
77,77,421822.46145254624,2539.427141582172,ppo v4 w/o pred,420989.5443342769,407257.80563048
78,78,421786.7039733796,3744.4872622155885,ppo v4 w/o pred,419417.70542739774,407451.11590026424
79,79,422198.7411212384,11111.111243235693,ppo v4 w/o pred,417800.0474113022,407385.17351375567
80,80,406500.1177505787,10275.380005129711,ppo v4 w/o pred,430926.46397141955,391031.3245623767
81,81,406293.16518923605,8170.526623520218,ppo v4 w/o pred,429613.9844100281,389163.33518088626
82,82,398899.6183888889,2256.0109965308043,ppo v4 w/o pred,439477.5176472742,374629.7914726331
83,83,398222.8100622106,1096.698049221575,ppo v4 w/o pred,437340.8990537475,372099.0896022131
84,84,398280.0122306134,151405.44471268627,ppo v4 w/o pred,435293.01581706916,369619.6813224562
85,85,398172.803599537,6255.648293583369,ppo v4 w/o pred,430680.1797669122,366550.0860592452
86,86,398360.1118313079,127383.8965455005,ppo v4 w/o pred,428931.08007172134,365266.95121143834
87,87,398485.8591328125,4509.843526048237,ppo v4 w/o pred,425315.6360086737,362940.87062604853
88,88,399150.2463912037,5902.11247760813,ppo v4 w/o pred,422841.1206182518,359247.3059184958
89,89,383786.58455439814,3394.9073085059104,ppo v4 w/o pred,434524.97245304397,340119.8046752546
90,90,391338.94503559027,7945.555768210148,ppo v4 w/o pred,428579.3050628328,337131.0559383246
91,91,376585.5419470486,1723.7092352311706,ppo v4 w/o pred,437593.34433752345,317634.9749305321
92,92,368059.2178990162,8351.257582184773,ppo v4 w/o pred,436090.08425311575,308792.0978382615
93,93,361004.5630199653,155153.46343938872,ppo v4 w/o pred,442862.43914267357,291718.3869091782
94,94,353607.9315949074,136620.85144627967,ppo v4 w/o pred,449616.9219569905,272896.4946145372
95,95,345762.59493402776,148806.24970599933,ppo v4 w/o pred,459921.9607916585,256636.5600321262
96,96,346629.42594791664,164081.98158481476,ppo v4 w/o pred,456790.43430580414,253826.00274136025
97,97,346979.07893518516,123740.17261925421,ppo v4 w/o pred,457064.19741627946,253675.81232446124
98,98,338813.1989895833,133783.98802239777,ppo v4 w/o pred,472482.8921475915,243309.72210507054
99,99,354012.1058156829,136219.77439390088,ppo v4 w/o pred,461543.360119057,262162.0664255031
100,100,361628.5261524884,6340.7097927680425,ppo v4 w/o pred,453930.9778411921,280796.5045268055
101,101,377203.40541493054,3843.476872102933,ppo v4 w/o pred,447163.84906643926,301723.27968066715
102,102,393322.2404586227,137275.1823356985,ppo v4 w/o pred,438013.34591888153,324662.5378323916
103,103,400568.624479456,6194.081694553056,ppo v4 w/o pred,433080.16255902854,343079.8827285293
104,104,408718.2107120949,5386.749550443427,ppo v4 w/o pred,428492.1491476552,364327.99751606013
105,105,416560.82682957174,10336.730062927329,ppo v4 w/o pred,422191.73480801156,384193.17575512506
106,106,415573.20096875,3633.175088403144,ppo v4 w/o pred,428488.32892415987,389897.47564187023
107,107,414399.8866166088,6987.53133930127,ppo v4 w/o pred,432887.6907820003,394402.7617368655
108,108,422113.7058703704,4603.34702787696,ppo v4 w/o pred,422490.666289488,410516.8576577342
109,109,421835.92531278933,5391.81150035761,ppo v4 w/o pred,424501.8214684976,412771.70180268295
110,110,421632.996166956,9302.180939783933,ppo v4 w/o pred,,
111,111,421726.64517910883,3313.855686328586,ppo v4 w/o pred,,
112,112,421907.5976004051,4719.580268794281,ppo v4 w/o pred,,
113,113,421898.6210992477,4975.636864857478,ppo v4 w/o pred,,
5,5,148610.23564320133,20676.86535443939,A2C v4 w/ pred,,
6,6,145996.4475359306,166950.41349772172,A2C v4 w/ pred,,
7,7,147762.1957405721,157217.49612748838,A2C v4 w/ pred,,
8,8,144916.06174519082,175574.52773344424,A2C v4 w/ pred,,
9,9,142461.41380245573,148688.89509482097,A2C v4 w/ pred,,
10,10,141198.12559532805,31750.382861064743,A2C v4 w/ pred,249254.14668555633,30526.381945418078
11,11,146828.75542153016,171581.25414769168,A2C v4 w/ pred,259614.44765583417,12386.0123368947
12,12,137730.29839414178,29082.72068182546,A2C v4 w/ pred,254698.66905356245,12677.489755938344
13,13,131353.52790489493,45714.91749920906,A2C v4 w/ pred,237987.5403564027,25001.373848124174
14,14,112045.58137162635,146401.35070298545,A2C v4 w/ pred,221632.4175904068,41339.81964869277
15,15,109709.89245197382,163180.21824844563,A2C v4 w/ pred,224079.32163344594,39744.36870292188
16,16,122874.94161979039,140914.13339114506,A2C v4 w/ pred,236110.78747798438,28748.842571913625
17,17,125825.97271570218,12042.432180760174,A2C v4 w/ pred,232728.32284398115,30599.69480468453
18,18,144832.67691805452,12106.684900622022,A2C v4 w/ pred,248589.95514437085,15274.39388880248
19,19,146718.67928879682,168900.6700388709,A2C v4 w/ pred,249526.7321758809,17708.73080543059
20,20,146377.824162979,146885.34273879824,A2C v4 w/ pred,255167.91089275014,22743.078395599965
21,21,139170.69341536856,145414.66981382106,A2C v4 w/ pred,249257.7276199349,40548.95705262957
22,22,140411.95531667996,185017.3867631841,A2C v4 w/ pred,254449.33287975908,43897.219618728166
23,23,148209.09764558592,38227.11807361898,A2C v4 w/ pred,272742.6259561033,35155.336337783694
24,24,165423.21290681922,149435.50633648457,A2C v4 w/ pred,292628.85295691603,19402.024156987514
25,25,169188.36937304604,44599.90859922169,A2C v4 w/ pred,291857.8943583639,24566.599643573416
26,26,165574.2807494042,150130.84685977295,A2C v4 w/ pred,296435.5223727482,28071.914881120414
27,27,173583.02169270077,147218.31396720355,A2C v4 w/ pred,303562.27502167795,30609.00044645482
28,28,165497.2510181372,190304.38080866646,A2C v4 w/ pred,304286.2113877663,37352.944495359276
29,29,168686.7637289658,139222.9996131809,A2C v4 w/ pred,303872.1367114382,41020.822824755895
30,30,186792.5404226353,152246.90662298456,A2C v4 w/ pred,301261.96729653364,40406.50944002131
31,31,187489.88448668923,168363.00523179767,A2C v4 w/ pred,297098.09122085583,40795.96300207601
32,32,177751.3573916442,154917.3483491038,A2C v4 w/ pred,282728.4024813957,52570.09593396385
33,33,164478.1159109284,17817.353044995285,A2C v4 w/ pred,270161.18241957086,60997.640105300794
34,34,149300.7989086237,139456.2261856349,A2C v4 w/ pred,251830.89907645906,77266.20662265623
35,35,150316.25680493022,21833.26041055891,A2C v4 w/ pred,250584.30895126826,76767.00963254715
36,36,152596.501711543,19411.73850303337,A2C v4 w/ pred,245858.2531645862,73829.1430053628
37,37,152884.64224026116,42244.49280139449,A2C v4 w/ pred,241477.49340484064,70024.17257698067
38,38,155188.6668893552,17310.13150633003,A2C v4 w/ pred,236733.3279354299,67580.91587073819
39,39,159957.8281524666,135486.03393777247,A2C v4 w/ pred,249085.60228466295,53226.497701073065
40,40,148472.92835330323,143305.96082549615,A2C v4 w/ pred,255859.24255728908,49186.28263394283
41,41,146561.23354605093,165484.0585749805,A2C v4 w/ pred,257568.54192335345,47744.957712302654
42,42,141814.24651337802,143412.80453326245,A2C v4 w/ pred,260598.90230856626,44518.47786002071
43,43,154467.39680876813,151350.81563948627,A2C v4 w/ pred,269764.5040493195,31959.43412094176
44,44,162967.92493610323,193525.50288441678,A2C v4 w/ pred,279821.8496160564,15847.847801161455
45,45,151656.12902705098,37586.38184908138,A2C v4 w/ pred,265542.341684965,25546.710437096444
46,46,151615.90437619737,50695.93969050722,A2C v4 w/ pred,264381.68208056287,23103.222484906662
47,47,135917.4322486327,150867.72020055552,A2C v4 w/ pred,249509.4254200454,36593.81880667982
48,48,124917.46312413839,148154.79093891627,A2C v4 w/ pred,236815.19565787568,51360.809504375604
49,49,137054.6016766841,15594.181102640077,A2C v4 w/ pred,236639.02675797284,49603.61534947668
50,50,130452.1905703438,149720.10256443452,A2C v4 w/ pred,231870.80241711467,52287.07841513855
51,51,139652.9318523293,23669.79366352736,A2C v4 w/ pred,244615.8285414748,41783.579845026674
52,52,152178.05119100853,6106.7022339350215,A2C v4 w/ pred,255306.91100626098,31574.64200069963
53,53,144800.58153475914,159255.94191446662,A2C v4 w/ pred,244043.01474875235,47944.918461176494
54,54,152544.11856012186,156267.0658518167,A2C v4 w/ pred,251069.7171815936,50221.25734944923
55,55,162863.76679829205,153829.0053214412,A2C v4 w/ pred,267157.7531751683,40463.29286458923
56,56,154026.6274784932,155196.04123607348,A2C v4 w/ pred,259709.24329296616,59057.1865656463
57,57,161449.33326347382,12696.856610627994,A2C v4 w/ pred,275199.11334948795,51259.45931394429
58,58,171432.66972970832,171906.6086617588,A2C v4 w/ pred,291105.51922462636,39210.730927895274
59,59,168704.95922025765,144824.1834948137,A2C v4 w/ pred,296271.60484565137,39381.18943169508
60,60,186179.10966461845,19508.084648138447,A2C v4 w/ pred,295409.24119141477,41915.335417167014
61,61,178113.64587642823,140107.78020464646,A2C v4 w/ pred,281279.0792162495,56995.570581090506
62,62,171466.43863645554,145882.37353987212,A2C v4 w/ pred,270044.23480876966,72292.20436791517
63,63,171483.30215888328,184234.07750059274,A2C v4 w/ pred,270554.7148577079,72001.93798120084
64,64,160903.03021629824,139284.51765327368,A2C v4 w/ pred,267393.2864384771,71063.56751470691
65,65,167614.13274208334,7777.019625997585,A2C v4 w/ pred,266658.8998848731,65127.85446505891
66,66,174335.57437521714,22538.65026455067,A2C v4 w/ pred,273220.80994955555,44884.946537428485
67,67,162550.40157459365,16700.58878889122,A2C v4 w/ pred,258404.79491802072,51021.237592970305
68,68,150933.67530108473,160791.31889807456,A2C v4 w/ pred,248848.8929541755,56537.43528752285
69,69,135354.46120399755,170830.81597503353,A2C v4 w/ pred,231216.05992586105,70085.29286955702
70,70,117774.1203498786,153532.17460970292,A2C v4 w/ pred,233213.1493213183,68649.0267099524
71,71,134715.02599646317,35346.24976926314,A2C v4 w/ pred,247757.3098435873,49809.55752407313
72,72,151267.91728999207,70521.8752478833,A2C v4 w/ pred,260800.68088230476,32964.747412974306
73,73,151058.42492748174,28330.624448849518,A2C v4 w/ pred,262259.64608609217,34036.69362754101
74,74,163707.1463955618,156451.29542858328,A2C v4 w/ pred,265479.72967263986,37800.70887496283
75,75,146137.58942403173,174695.16816673873,A2C v4 w/ pred,256783.31775424798,58596.313099452294
76,76,155328.37901331033,171979.55601363213,A2C v4 w/ pred,266342.1373172726,63280.02410656167
77,77,175204.95866636396,18635.683734994498,A2C v4 w/ pred,284987.18786101474,54095.30454137168
78,78,185854.1694709325,158071.66059370406,A2C v4 w/ pred,297036.975180187,47992.02860016319
79,79,195850.42273448533,23370.73526062679,A2C v4 w/ pred,311352.2943678651,39370.33061392254
80,80,188986.7732005488,177907.71738927925,A2C v4 w/ pred,298827.9405548657,53630.00644235747
81,81,182016.68088922361,174495.10031392353,A2C v4 w/ pred,298686.64408627764,61327.01880046814
82,82,181000.47417981102,161287.19154978718,A2C v4 w/ pred,300183.8278564465,62079.47057627817
